"","date","date_end","site","site_name","no2"
"228",2016-05-04 03:00:00,2016-05-04 04:00:00,"gib1","Rosia Road",5.7375
"229",2016-05-04 04:00:00,2016-05-04 05:00:00,"gib1","Rosia Road",3.825
"230",2016-05-04 05:00:00,2016-05-04 06:00:00,"gib1","Rosia Road",7.65
"231",2016-05-04 06:00:00,2016-05-04 07:00:00,"gib1","Rosia Road",21.0375
"232",2016-05-04 07:00:00,2016-05-04 08:00:00,"gib1","Rosia Road",42.075
"233",2016-05-04 08:00:00,2016-05-04 09:00:00,"gib1","Rosia Road",38.25
"234",2016-05-04 09:00:00,2016-05-04 10:00:00,"gib1","Rosia Road",34.425
"235",2016-05-04 10:00:00,2016-05-04 11:00:00,"gib1","Rosia Road",53.55
"236",2016-05-04 11:00:00,2016-05-04 12:00:00,"gib1","Rosia Road",38.25
"237",2016-05-04 12:00:00,2016-05-04 13:00:00,"gib1","Rosia Road",53.55
"238",2016-05-04 13:00:00,2016-05-04 14:00:00,"gib1","Rosia Road",32.5125
"239",2016-05-04 14:00:00,2016-05-04 15:00:00,"gib1","Rosia Road",32.5125
"240",2016-05-04 15:00:00,2016-05-04 16:00:00,"gib1","Rosia Road",38.25
"241",2016-05-04 16:00:00,2016-05-04 17:00:00,"gib1","Rosia Road",34.425
"242",2016-05-04 17:00:00,2016-05-04 18:00:00,"gib1","Rosia Road",40.1625
"243",2016-05-04 18:00:00,2016-05-04 19:00:00,"gib1","Rosia Road",32.5125
"244",2016-05-04 19:00:00,2016-05-04 20:00:00,"gib1","Rosia Road",21.0375
"245",2016-05-04 20:00:00,2016-05-04 21:00:00,"gib1","Rosia Road",19.125
"246",2016-05-04 21:00:00,2016-05-04 22:00:00,"gib1","Rosia Road",9.5625
"247",2016-05-04 22:00:00,2016-05-04 23:00:00,"gib1","Rosia Road",9.5625
"248",2016-05-05 00:00:00,2016-05-05 01:00:00,"gib1","Rosia Road",5.7375
"249",2016-05-05 01:00:00,2016-05-05 02:00:00,"gib1","Rosia Road",7.65
"250",2016-05-05 02:00:00,2016-05-05 03:00:00,"gib1","Rosia Road",9.5625
"251",2016-05-05 03:00:00,2016-05-05 04:00:00,"gib1","Rosia Road",7.65
"252",2016-05-05 04:00:00,2016-05-05 05:00:00,"gib1","Rosia Road",7.65
"253",2016-05-05 05:00:00,2016-05-05 06:00:00,"gib1","Rosia Road",15.3
"254",2016-05-05 06:00:00,2016-05-05 07:00:00,"gib1","Rosia Road",21.0375
"255",2016-05-05 07:00:00,2016-05-05 08:00:00,"gib1","Rosia Road",26.775
"256",2016-05-05 08:00:00,2016-05-05 09:00:00,"gib1","Rosia Road",30.6
"257",2016-05-05 09:00:00,2016-05-05 10:00:00,"gib1","Rosia Road",30.6
"258",2016-05-05 10:00:00,2016-05-05 11:00:00,"gib1","Rosia Road",43.9875
"259",2016-05-05 11:00:00,2016-05-05 12:00:00,"gib1","Rosia Road",28.6875
"260",2016-05-05 12:00:00,2016-05-05 13:00:00,"gib1","Rosia Road",26.775
"261",2016-05-05 13:00:00,2016-05-05 14:00:00,"gib1","Rosia Road",40.1625
"262",2016-05-05 14:00:00,2016-05-05 15:00:00,"gib1","Rosia Road",43.9875
"263",2016-05-05 15:00:00,2016-05-05 16:00:00,"gib1","Rosia Road",63.1125
"264",2016-05-05 16:00:00,2016-05-05 17:00:00,"gib1","Rosia Road",38.25
"265",2016-05-05 17:00:00,2016-05-05 18:00:00,"gib1","Rosia Road",15.3
"266",2016-05-05 18:00:00,2016-05-05 19:00:00,"gib1","Rosia Road",47.8125
"267",2016-05-05 19:00:00,2016-05-05 20:00:00,"gib1","Rosia Road",40.1625
"268",2016-05-05 20:00:00,2016-05-05 21:00:00,"gib1","Rosia Road",19.125
"269",2016-05-05 21:00:00,2016-05-05 22:00:00,"gib1","Rosia Road",17.2125
"270",2016-05-05 22:00:00,2016-05-05 23:00:00,"gib1","Rosia Road",17.2125
"271",2016-05-06 00:00:00,2016-05-06 01:00:00,"gib1","Rosia Road",1.9125
"272",2016-05-06 01:00:00,2016-05-06 02:00:00,"gib1","Rosia Road",1.9125
"273",2016-05-06 02:00:00,2016-05-06 03:00:00,"gib1","Rosia Road",7.65
"274",2016-05-06 03:00:00,2016-05-06 04:00:00,"gib1","Rosia Road",7.65
"275",2016-05-06 04:00:00,2016-05-06 05:00:00,"gib1","Rosia Road",1.9125
"276",2016-05-06 05:00:00,2016-05-06 06:00:00,"gib1","Rosia Road",11.475
"277",2016-05-06 06:00:00,2016-05-06 07:00:00,"gib1","Rosia Road",24.8625
"278",2016-05-06 07:00:00,2016-05-06 08:00:00,"gib1","Rosia Road",34.425
"279",2016-05-06 08:00:00,2016-05-06 09:00:00,"gib1","Rosia Road",26.775
"280",2016-05-06 09:00:00,2016-05-06 10:00:00,"gib1","Rosia Road",34.425
"281",2016-05-06 10:00:00,2016-05-06 11:00:00,"gib1","Rosia Road",30.6
"282",2016-05-06 11:00:00,2016-05-06 12:00:00,"gib1","Rosia Road",38.25
"283",2016-05-06 12:00:00,2016-05-06 13:00:00,"gib1","Rosia Road",49.725
"284",2016-05-06 13:00:00,2016-05-06 14:00:00,"gib1","Rosia Road",65.025
"285",2016-05-06 14:00:00,2016-05-06 15:00:00,"gib1","Rosia Road",51.6375
"286",2016-05-06 15:00:00,2016-05-06 16:00:00,"gib1","Rosia Road",82.2375
"287",2016-05-06 16:00:00,2016-05-06 17:00:00,"gib1","Rosia Road",57.375
"288",2016-05-06 17:00:00,2016-05-06 18:00:00,"gib1","Rosia Road",45.9
"289",2016-05-06 18:00:00,2016-05-06 19:00:00,"gib1","Rosia Road",45.9
"290",2016-05-06 19:00:00,2016-05-06 20:00:00,"gib1","Rosia Road",34.425
"291",2016-05-06 20:00:00,2016-05-06 21:00:00,"gib1","Rosia Road",45.9
"292",2016-05-06 21:00:00,2016-05-06 22:00:00,"gib1","Rosia Road",42.075
"293",2016-05-06 22:00:00,2016-05-06 23:00:00,"gib1","Rosia Road",36.3375
"294",2016-05-07 00:00:00,2016-05-07 01:00:00,"gib1","Rosia Road",34.425
"295",2016-05-07 01:00:00,2016-05-07 02:00:00,"gib1","Rosia Road",22.95
"296",2016-05-07 02:00:00,2016-05-07 03:00:00,"gib1","Rosia Road",26.775
"297",2016-05-07 03:00:00,2016-05-07 04:00:00,"gib1","Rosia Road",26.775
"298",2016-05-07 04:00:00,2016-05-07 05:00:00,"gib1","Rosia Road",19.125
"299",2016-05-07 05:00:00,2016-05-07 06:00:00,"gib1","Rosia Road",24.8625
"300",2016-05-07 06:00:00,2016-05-07 07:00:00,"gib1","Rosia Road",47.8125
"301",2016-05-07 07:00:00,2016-05-07 08:00:00,"gib1","Rosia Road",45.9
"302",2016-05-07 08:00:00,2016-05-07 09:00:00,"gib1","Rosia Road",34.425
"303",2016-05-07 09:00:00,2016-05-07 10:00:00,"gib1","Rosia Road",32.5125
"304",2016-05-07 10:00:00,2016-05-07 11:00:00,"gib1","Rosia Road",55.4625
"305",2016-05-07 11:00:00,2016-05-07 12:00:00,"gib1","Rosia Road",61.2
"306",2016-05-07 12:00:00,2016-05-07 13:00:00,"gib1","Rosia Road",51.6375
"307",2016-05-07 13:00:00,2016-05-07 14:00:00,"gib1","Rosia Road",51.6375
"308",2016-05-07 14:00:00,2016-05-07 15:00:00,"gib1","Rosia Road",53.55
"309",2016-05-07 15:00:00,2016-05-07 16:00:00,"gib1","Rosia Road",28.6875
"310",2016-05-07 16:00:00,2016-05-07 17:00:00,"gib1","Rosia Road",40.1625
