"","modelbaseversion","suppliercountry","suppliernationalidentifier","publicationlanguage","publicationtime","publicationcountry","publicationnationalidentifier","confidentiality","informationstatus","locationsetreference","elaborateddataid","suppliercalculateddataquality","openlrbinary","predefinedlocationreference","freeflowspeed","freeflowtraveltime","traveltime","averagespeed"
"13",1,"nl","TomTom Traffic Service","en",2016-05-18 10:00:30,"other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real","","Obfc316519b42ab242073078c17",50,"C/wxZRm0KgskAgBzAHgMFw==","OpenLR",0,0,26.1,24
"14",1,"nl","TomTom Traffic Service","en",2016-05-18 10:00:30,"other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real","","Obfc319719b461b333ff82ff87c3",81,"C/wxlxm0YQszA/+C/4cMAw==","OpenLR",0,0,44.64,15
"15",1,"nl","TomTom Traffic Service","en",2016-05-18 10:00:30,"other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real","","Obfc319b19b462b292076ffc5b1a",55,"C/wxmxm0YgspAgB2/8ULGg==","OpenLR",0,0,17.45,26
"16",1,"nl","TomTom Traffic Service","en",2016-05-18 10:00:30,"other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real","","Obfc322a19b4a4a2f5ff44ff37a7",97,"C/wyKhm0pAovBf9E/zcKBw==","OpenLR",0,0,40.63,27.2
"17",1,"nl","TomTom Traffic Service","en",2016-05-18 10:00:30,"other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real","","Obfc322a19b4a4c2b0016fff8c19",50,"C/wyKhm0pAwrAAAW//gMGQ==","OpenLR",0,0,4.3,20.1
"18",1,"nl","TomTom Traffic Service","en",2016-05-18 10:00:30,"other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real","","Obfc323319b4aca202025089a10",81,"C/wyMxm0rAogAgAlAIkKEA==","OpenLR",0,0,0,0
"19",1,"nl","TomTom Traffic Service","en",2016-05-18 10:00:30,"other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real","","Obfc323319b4acc370fff4ffffc7",88,"C/wyMxm0rAw3AP/0//8MBw==","OpenLR",0,0,2.09,20.7
"20",1,"nl","TomTom Traffic Service","en",2016-05-18 10:00:30,"other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real","","Obfc324319b61b27801cfe87a5f27",61,"C/wyQxm2AQsnCAAc/ocKXyc=","OpenLR",0,0,155.74,9.2
"21",1,"nl","TomTom Traffic Service","en",2016-05-18 10:00:30,"other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real","","Obfc324519b4eca323ffc6ff65c1f",90,"C/wyRRm07AoyA//G/2UMHw==","OpenLR",0,0,26.85,24.4
"22",1,"nl","TomTom Traffic Service","en",2016-05-18 10:00:30,"other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real","","Obfc324519b4ecb2040180d9b10",81,"C/wyRRm07AsgBAAYANkLEA==","OpenLR",0,0,0,0
"23",1,"nl","TomTom Traffic Service","en",2016-05-18 10:00:30,"other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real","","Obfc325019b551a2150440f4ce",68,"C/wyUBm1UQohBQBEAPQMDg==","OpenLR",0,0,0,0
"24",1,"nl","TomTom Traffic Service","en",2016-05-18 10:00:30,"other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real","","Obfc325019b551b304ffe8ff27b0",89,"C/wyUBm1UQswBP/o/ycLAA==","OpenLR",0,0,0,0
"25",1,"nl","TomTom Traffic Service","en",2016-05-18 10:00:30,"other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real","","Obfc326f19b5c3b27702808cb3011",56,"C/wybxm1wwsnBwAoAIwLMBE=","OpenLR",0,0,0,0
"26",1,"nl","TomTom Traffic Service","en",2016-05-18 10:00:30,"other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real","","Obfc326f19b5c3c370ffeefffbc5",50,"C/wybxm1www3AP/u//sMBQ==","OpenLR",0,0,0,0
"27",1,"nl","TomTom Traffic Service","en",2016-05-18 10:00:30,"other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real","","Obfc2f2319b45db26d2d605cc14",50,"C/wvIxm0XQsmDQLWAFwMFA==","OpenLR",0,0,0,0
"28",1,"nl","TomTom Traffic Service","en",2016-05-18 10:00:30,"other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real","","Obfc30ef19b472a394fee3037c5",50,"C/ww7xm0cgo5BP7jADcMBQ==","OpenLR",0,0,0,0
"29",1,"nl","TomTom Traffic Service","en",2016-05-18 10:00:30,"other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real","","Obfc30ef19b472c300fffffffac0",50,"C/ww7xm0cgwwAP////oMAA==","OpenLR",0,0,1.05,23.9
"30",1,"nl","TomTom Traffic Service","en",2016-05-18 10:00:30,"other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real","","Obfc30f719b46da2c50ecff70c10",52,"C/ww9xm0bQosBQDs/3AMEA==","OpenLR",0,0,72.95,15.1
"31",1,"nl","TomTom Traffic Service","en",2016-05-18 10:00:30,"other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real","","Obfc30f719b46dc2200509c12",50,"C/ww9xm0bQwiAAAFAAkMEg==","OpenLR",0,0,0,0
"32",1,"nl","TomTom Traffic Service","en",2016-05-18 10:00:30,"other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real","","Obfc306a19b48cb38cfd41ff9bb6",50,"C/wwahm0jAs4DP1B/5sLBg==","OpenLR",0,0,0,0
"33",1,"nl","TomTom Traffic Service","en",2016-05-18 10:00:30,"other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real","","Obfc307519b488a294118ffc6c19",50,"C/wwdRm0iAopBAEY/8YMGQ==","OpenLR",0,0,0,0
"34",1,"nl","TomTom Traffic Service","en",2016-05-18 10:00:30,"other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real","","Obfc307519b488c2100207c11",50,"C/wwdRm0iAwhAAACAAcMEQ==","OpenLR",0,0,0,0
"35",1,"nl","TomTom Traffic Service","en",2016-05-18 10:00:30,"other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real","","Obfc31d219b446a2960d10dbca",80,"C/wx0hm0RgopBgDRANsMCg==","OpenLR",0,0,0,0
"36",1,"nl","TomTom Traffic Service","en",2016-05-18 10:00:30,"other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real","","Obfc31d219b446b3a2ff8203ac1",87,"C/wx0hm0Rgs6Av+CADoMAQ==","OpenLR",0,0,24,21
"37",1,"nl","TomTom Traffic Service","en",2016-05-18 10:00:30,"other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real","","Obfc315c19b429a394ff1509ec3",61,"C/wxXBm0KQo5BP8VAJ4MAw==","OpenLR",0,0,54.57,19
"38",1,"nl","TomTom Traffic Service","en",2016-05-18 10:00:30,"other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real","","Obfc315c19b429c310fffefff9c1",50,"C/wxXBm0KQwxAP/+//kMAQ==","OpenLR",0,0,1.63,15.5
"39",1,"nl","TomTom Traffic Service","en",2016-05-18 10:00:30,"other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real","","Obfc316519b42ab242073078c17",50,"C/wxZRm0KgskAgBzAHgMFw==","OpenLR",0,0,26.1,24
"40",1,"nl","TomTom Traffic Service","en",2016-05-18 10:00:30,"other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real","","Obfc319719b461b333ff82ff87c3",81,"C/wxlxm0YQszA/+C/4cMAw==","OpenLR",0,0,44.64,15
"41",1,"nl","TomTom Traffic Service","en",2016-05-18 10:00:30,"other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real","","Obfc319b19b462b292076ffc5b1a",55,"C/wxmxm0YgspAgB2/8ULGg==","OpenLR",0,0,17.45,26
"42",1,"nl","TomTom Traffic Service","en",2016-05-18 10:00:30,"other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real","","Obfc322a19b4a4a2f5ff44ff37a7",97,"C/wyKhm0pAovBf9E/zcKBw==","OpenLR",0,0,40.63,27.2
"43",1,"nl","TomTom Traffic Service","en",2016-05-18 10:00:30,"other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real","","Obfc322a19b4a4c2b0016fff8c19",50,"C/wyKhm0pAwrAAAW//gMGQ==","OpenLR",0,0,4.3,20.1
"44",1,"nl","TomTom Traffic Service","en",2016-05-18 10:00:30,"other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real","","Obfc323319b4aca202025089a10",81,"C/wyMxm0rAogAgAlAIkKEA==","OpenLR",0,0,0,0
"45",1,"nl","TomTom Traffic Service","en",2016-05-18 10:00:30,"other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real","","Obfc323319b4acc370fff4ffffc7",88,"C/wyMxm0rAw3AP/0//8MBw==","OpenLR",0,0,2.09,20.7
"46",1,"nl","TomTom Traffic Service","en",2016-05-18 10:00:30,"other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real","","Obfc324319b61b27801cfe87a5f27",61,"C/wyQxm2AQsnCAAc/ocKXyc=","OpenLR",0,0,155.74,9.2
"47",1,"nl","TomTom Traffic Service","en",2016-05-18 10:00:30,"other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real","","Obfc324519b4eca323ffc6ff65c1f",90,"C/wyRRm07AoyA//G/2UMHw==","OpenLR",0,0,26.85,24.4
"48",1,"nl","TomTom Traffic Service","en",2016-05-18 10:00:30,"other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real","","Obfc324519b4ecb2040180d9b10",81,"C/wyRRm07AsgBAAYANkLEA==","OpenLR",0,0,0,0
"49",1,"nl","TomTom Traffic Service","en",2016-05-18 10:00:30,"other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real","","Obfc325019b551a2150440f4ce",68,"C/wyUBm1UQohBQBEAPQMDg==","OpenLR",0,0,0,0
"50",1,"nl","TomTom Traffic Service","en",2016-05-18 10:00:30,"other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real","","Obfc325019b551b304ffe8ff27b0",89,"C/wyUBm1UQswBP/o/ycLAA==","OpenLR",0,0,0,0
"51",1,"nl","TomTom Traffic Service","en",2016-05-18 10:00:30,"other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real","","Obfc326f19b5c3b27702808cb3011",56,"C/wybxm1wwsnBwAoAIwLMBE=","OpenLR",0,0,0,0
"52",1,"nl","TomTom Traffic Service","en",2016-05-18 10:00:30,"other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real","","Obfc326f19b5c3c370ffeefffbc5",50,"C/wybxm1www3AP/u//sMBQ==","OpenLR",0,0,0,0
"53",1,"nl","TomTom Traffic Service","en",2016-05-18 10:01:30,"other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real","","Obfc2f2319b45db26d2d605cc14",50,"C/wvIxm0XQsmDQLWAFwMFA==","OpenLR",0,0,0,0
"54",1,"nl","TomTom Traffic Service","en",2016-05-18 10:01:30,"other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real","","Obfc30ef19b472a394fee3037c5",50,"C/ww7xm0cgo5BP7jADcMBQ==","OpenLR",0,0,0,0
"55",1,"nl","TomTom Traffic Service","en",2016-05-18 10:01:30,"other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real","","Obfc30ef19b472c300fffffffac0",50,"C/ww7xm0cgwwAP////oMAA==","OpenLR",0,0,1.05,23.9
"56",1,"nl","TomTom Traffic Service","en",2016-05-18 10:01:30,"other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real","","Obfc30f719b46da2c50ecff70c10",80,"C/ww9xm0bQosBQDs/3AMEA==","OpenLR",0,0,71.07,15.5
"57",1,"nl","TomTom Traffic Service","en",2016-05-18 10:01:30,"other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real","","Obfc30f719b46dc2200509c12",50,"C/ww9xm0bQwiAAAFAAkMEg==","OpenLR",0,0,0,0
"58",1,"nl","TomTom Traffic Service","en",2016-05-18 10:01:30,"other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real","","Obfc306a19b48cb38cfd41ff9bb6",50,"C/wwahm0jAs4DP1B/5sLBg==","OpenLR",0,0,0,0
"59",1,"nl","TomTom Traffic Service","en",2016-05-18 10:01:30,"other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real","","Obfc307519b488a294118ffc6c19",51,"C/wwdRm0iAopBAEY/8YMGQ==","OpenLR",0,0,0,0
"60",1,"nl","TomTom Traffic Service","en",2016-05-18 10:01:30,"other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real","","Obfc307519b488c2100207c11",50,"C/wwdRm0iAwhAAACAAcMEQ==","OpenLR",0,0,0,0
"61",1,"nl","TomTom Traffic Service","en",2016-05-18 10:01:30,"other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real","","Obfc31d219b446a2960d10dbca",77,"C/wx0hm0RgopBgDRANsMCg==","OpenLR",0,0,0,0
"62",1,"nl","TomTom Traffic Service","en",2016-05-18 10:01:30,"other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real","","Obfc31d219b446b3a2ff8203ac1",96,"C/wx0hm0Rgs6Av+CADoMAQ==","OpenLR",0,0,23.66,21.3
"63",1,"nl","TomTom Traffic Service","en",2016-05-18 10:01:30,"other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real","","Obfc315c19b429a394ff1509ec3",60,"C/wxXBm0KQo5BP8VAJ4MAw==","OpenLR",0,0,54.57,19
"64",1,"nl","TomTom Traffic Service","en",2016-05-18 10:01:30,"other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real","","Obfc315c19b429c310fffefff9c1",96,"C/wxXBm0KQwxAP/+//kMAQ==","OpenLR",0,0,1.75,14.4
"65",1,"nl","TomTom Traffic Service","en",2016-05-18 10:01:30,"other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real","","Obfc316519b42ab242073078c17",50,"C/wxZRm0KgskAgBzAHgMFw==","OpenLR",0,0,26.1,24
"66",1,"nl","TomTom Traffic Service","en",2016-05-18 10:01:30,"other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real","","Obfc319719b461b333ff82ff87c3",95,"C/wxlxm0YQszA/+C/4cMAw==","OpenLR",0,0,42.11,15.9
"67",1,"nl","TomTom Traffic Service","en",2016-05-18 10:01:30,"other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real","","Obfc319b19b462b292076ffc5b1a",55,"C/wxmxm0YgspAgB2/8ULGg==","OpenLR",0,0,17.45,26
"68",1,"nl","TomTom Traffic Service","en",2016-05-18 10:01:30,"other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real","","Obfc322a19b4a4a2f5ff44ff37a7",96,"C/wyKhm0pAovBf9E/zcKBw==","OpenLR",0,0,37.72,29.3
"69",1,"nl","TomTom Traffic Service","en",2016-05-18 10:01:30,"other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real","","Obfc322a19b4a4c2b0016fff8c19",50,"C/wyKhm0pAwrAAAW//gMGQ==","OpenLR",0,0,4.3,20.1
"70",1,"nl","TomTom Traffic Service","en",2016-05-18 10:01:30,"other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real","","Obfc323319b4aca202025089a10",81,"C/wyMxm0rAogAgAlAIkKEA==","OpenLR",0,0,0,0
"71",1,"nl","TomTom Traffic Service","en",2016-05-18 10:01:30,"other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real","","Obfc323319b4acc370fff4ffffc7",88,"C/wyMxm0rAw3AP/0//8MBw==","OpenLR",0,0,0,0
"72",1,"nl","TomTom Traffic Service","en",2016-05-18 10:01:30,"other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real","","Obfc324319b61b27801cfe87a5f27",61,"C/wyQxm2AQsnCAAc/ocKXyc=","OpenLR",0,0,157.45,9.1
"73",1,"nl","TomTom Traffic Service","en",2016-05-18 10:01:30,"other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real","","Obfc324519b4eca323ffc6ff65c1f",90,"C/wyRRm07AoyA//G/2UMHw==","OpenLR",0,0,26,25.2
"74",1,"nl","TomTom Traffic Service","en",2016-05-18 10:01:30,"other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real","","Obfc324519b4ecb2040180d9b10",79,"C/wyRRm07AsgBAAYANkLEA==","OpenLR",0,0,0,0
"75",1,"nl","TomTom Traffic Service","en",2016-05-18 10:01:30,"other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real","","Obfc325019b551a2150440f4ce",66,"C/wyUBm1UQohBQBEAPQMDg==","OpenLR",0,0,0,0
"76",1,"nl","TomTom Traffic Service","en",2016-05-18 10:01:30,"other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real","","Obfc325019b551b304ffe8ff27b0",89,"C/wyUBm1UQswBP/o/ycLAA==","OpenLR",0,0,0,0
"77",1,"nl","TomTom Traffic Service","en",2016-05-18 10:01:30,"other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real","","Obfc326f19b5c3b27702808cb3011",50,"C/wybxm1wwsnBwAoAIwLMBE=","OpenLR",0,0,0,0
"78",1,"nl","TomTom Traffic Service","en",2016-05-18 10:01:30,"other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real","","Obfc326f19b5c3c370ffeefffbc5",50,"C/wybxm1www3AP/u//sMBQ==","OpenLR",0,0,0,0
"79",1,"nl","TomTom Traffic Service","en",2016-05-18 10:03:30,"other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real","","Obfc2f2319b45db26d2d605cc14",50,"C/wvIxm0XQsmDQLWAFwMFA==","OpenLR",0,0,0,0
"80",1,"nl","TomTom Traffic Service","en",2016-05-18 10:03:30,"other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real","","Obfc30ef19b472a394fee3037c5",50,"C/ww7xm0cgo5BP7jADcMBQ==","OpenLR",0,0,0,0
"81",1,"nl","TomTom Traffic Service","en",2016-05-18 10:03:30,"other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real","","Obfc30ef19b472c300fffffffac0",50,"C/ww7xm0cgwwAP////oMAA==","OpenLR",0,0,1.05,23.9
"82",1,"nl","TomTom Traffic Service","en",2016-05-18 10:03:30,"other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real","","Obfc30f719b46da2c50ecff70c10",81,"C/ww9xm0bQosBQDs/3AMEA==","OpenLR",0,0,62.95,17.5
"83",1,"nl","TomTom Traffic Service","en",2016-05-18 10:03:30,"other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real","","Obfc30f719b46dc2200509c12",50,"C/ww9xm0bQwiAAAFAAkMEg==","OpenLR",0,0,0,0
"84",1,"nl","TomTom Traffic Service","en",2016-05-18 10:03:30,"other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real","","Obfc306a19b48cb38cfd41ff9bb6",50,"C/wwahm0jAs4DP1B/5sLBg==","OpenLR",0,0,0,0
"85",1,"nl","TomTom Traffic Service","en",2016-05-18 10:03:30,"other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real","","Obfc307519b488a294118ffc6c19",51,"C/wwdRm0iAopBAEY/8YMGQ==","OpenLR",0,0,0,0
"86",1,"nl","TomTom Traffic Service","en",2016-05-18 10:03:30,"other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real","","Obfc307519b488c2100207c11",50,"C/wwdRm0iAwhAAACAAcMEQ==","OpenLR",0,0,0,0
"87",1,"nl","TomTom Traffic Service","en",2016-05-18 10:03:30,"other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real","","Obfc31d219b446a2960d10dbca",82,"C/wx0hm0RgopBgDRANsMCg==","OpenLR",0,0,0,0
"88",1,"nl","TomTom Traffic Service","en",2016-05-18 10:03:30,"other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real","","Obfc31d219b446b3a2ff8203ac1",96,"C/wx0hm0Rgs6Av+CADoMAQ==","OpenLR",0,0,22.81,22.1
"89",1,"nl","TomTom Traffic Service","en",2016-05-18 10:03:30,"other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real","","Obfc315c19b429a394ff1509ec3",60,"C/wxXBm0KQo5BP8VAJ4MAw==","OpenLR",0,0,54.57,19
"90",1,"nl","TomTom Traffic Service","en",2016-05-18 10:03:30,"other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real","","Obfc315c19b429c310fffefff9c1",96,"C/wxXBm0KQwxAP/+//kMAQ==","OpenLR",0,0,1.48,17
"91",1,"nl","TomTom Traffic Service","en",2016-05-18 10:03:30,"other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real","","Obfc316519b42ab242073078c17",50,"C/wxZRm0KgskAgBzAHgMFw==","OpenLR",0,0,26.1,24
"92",1,"nl","TomTom Traffic Service","en",2016-05-18 10:03:30,"other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real","","Obfc319719b461b333ff82ff87c3",94,"C/wxlxm0YQszA/+C/4cMAw==","OpenLR",0,0,35.43,18.9
"93",1,"nl","TomTom Traffic Service","en",2016-05-18 10:03:30,"other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real","","Obfc319b19b462b292076ffc5b1a",55,"C/wxmxm0YgspAgB2/8ULGg==","OpenLR",0,0,17.45,26
"94",1,"nl","TomTom Traffic Service","en",2016-05-18 10:03:30,"other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real","","Obfc322a19b4a4a2f5ff44ff37a7",96,"C/wyKhm0pAovBf9E/zcKBw==","OpenLR",0,0,35.77,30.9
"95",1,"nl","TomTom Traffic Service","en",2016-05-18 10:03:30,"other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real","","Obfc322a19b4a4c2b0016fff8c19",50,"C/wyKhm0pAwrAAAW//gMGQ==","OpenLR",0,0,4.3,20.1
"96",1,"nl","TomTom Traffic Service","en",2016-05-18 10:03:30,"other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real","","Obfc323319b4aca202025089a10",79,"C/wyMxm0rAogAgAlAIkKEA==","OpenLR",0,0,0,0
"97",1,"nl","TomTom Traffic Service","en",2016-05-18 10:03:30,"other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real","","Obfc323319b4acc370fff4ffffc7",87,"C/wyMxm0rAw3AP/0//8MBw==","OpenLR",0,0,0,0
"98",1,"nl","TomTom Traffic Service","en",2016-05-18 10:03:30,"other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real","","Obfc324319b61b27801cfe87a5f27",60,"C/wyQxm2AQsnCAAc/ocKXyc=","OpenLR",0,0,159.2,9
"99",1,"nl","TomTom Traffic Service","en",2016-05-18 10:03:30,"other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real","","Obfc324519b4eca323ffc6ff65c1f",88,"C/wyRRm07AoyA//G/2UMHw==","OpenLR",0,0,25.3,25.9
"100",1,"nl","TomTom Traffic Service","en",2016-05-18 10:03:30,"other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real","","Obfc324519b4ecb2040180d9b10",77,"C/wyRRm07AsgBAAYANkLEA==","OpenLR",0,0,0,0
