"","modelbaseversion","suppliercountry","suppliernationalidentifier","publicationlanguage","publicationtime","publicationcountry","publicationnationalidentifier","situationid","situationconfidentiality","situationinformationstatus","situationurgency","situationrecordid","situationrecordcreationtime","situationrecordversion","situationrecordversiontime","situationrecordfirstsupplierversiontime","probabilityofoccurrence","validitystatus","overallstarttime","delaytimevalue","openlrbinary","openlrversion","alertceventcode","abnormaltraffictype","averagespeed","effectonroadlayout","roadmaintenancetype","roadmaintenancevalue","roadmaintenancelang","constructionworktype","networkmanagementtype","vehicleobstructiontype","accidenttype","obstructiontype","environmentalobstructiontype","poorenvironmenttype"
"395",1,"nl","TomTom Traffic Service","en",2016-04-30 09:14:30,"other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144954117926544","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144954117926544-1",2016-04-30 09:13:30,1,2016-04-30 09:14:30,2016-04-30 09:14:30,"probable","active",2016-04-30 09:13:30,463,"C/wxuRm1/wskCAFS/14KIBo=",3,101,"stationaryTraffic",3,"","","","","","","","","","",""
"396",1,"nl","TomTom Traffic Service","en",2016-04-30 09:28:30,"other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144954117926544","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144954117926544-1",2016-04-30 09:13:30,3,2016-04-30 09:28:30,2016-04-30 09:28:30,"probable","active",2016-04-30 09:13:30,437,"C/wxuRm1/wskBwFc/68LAA==",3,101,"stationaryTraffic",3,"","","","","","","","","","",""
"397",1,"nl","TomTom Traffic Service","en",2016-04-30 09:43:30,"other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144954117926544","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144954117926544-1",2016-04-30 09:13:30,4,2016-04-30 09:43:30,2016-04-30 09:43:30,"probable","active",2016-04-30 09:13:30,463,"C/wxuRm1/wskCAFS/14KIBo=",3,101,"stationaryTraffic",3,"","","","","","","","","","",""
"398",1,"nl","TomTom Traffic Service","en",2016-04-30 09:59:30,"other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144954117926544","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144954117926544-1",2016-04-30 09:13:30,6,2016-04-30 09:59:30,2016-04-30 09:59:30,"probable","active",2016-04-30 09:13:30,463,"C/wxuRm1/wskCAFS/14KIBo=",3,101,"stationaryTraffic",3,"","","","","","","","","","",""
"399",1,"nl","TomTom Traffic Service","en",2016-04-30 10:13:30,"other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144954117926544","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144954117926544-1",2016-04-30 09:13:30,6,2016-04-30 10:13:30,2016-04-30 10:13:30,"probable","active",2016-04-30 09:13:30,463,"C/wxuRm1/wskCAFS/14KIBo=",3,101,"stationaryTraffic",3,"","","","","","","","","","",""
"400",1,"nl","TomTom Traffic Service","en",2016-04-30 10:29:30,"other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144954117926544","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144954117926544-1",2016-04-30 09:13:30,7,2016-04-30 10:29:30,2016-04-30 10:29:30,"probable","active",2016-04-30 09:13:30,722,"C/wxUxm13gooDAIu/6YKIBI=",3,101,"stationaryTraffic",3,"","","","","","","","","","",""
"401",1,"nl","TomTom Traffic Service","en",2016-04-30 10:43:30,"other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144954117926544","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144954117926544-1",2016-04-30 09:13:30,9,2016-04-30 10:43:30,2016-04-30 10:43:30,"probable","active",2016-04-30 09:13:30,735,"C/wxuRm1/wskCAFS/14KIBo=",3,101,"stationaryTraffic",2,"","","","","","","","","","",""
"402",1,"nl","TomTom Traffic Service","en",2016-04-30 10:59:30,"other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144954117926544","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144954117926544-1",2016-04-30 09:13:30,12,2016-04-30 10:59:30,2016-04-30 10:59:30,"probable","active",2016-04-30 09:13:30,722,"C/wxUxm13gooDAIu/6YKIBI=",3,101,"stationaryTraffic",3,"","","","","","","","","","",""
"403",1,"nl","TomTom Traffic Service","en",2016-04-30 11:14:30,"other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144954117926544","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144954117926544-1",2016-04-30 09:13:30,16,2016-04-30 11:14:30,2016-04-30 11:14:30,"probable","active",2016-04-30 09:13:30,788,"C/wxTBm16gw0DQI8/4sKIBA=",3,101,"stationaryTraffic",3,"","","","","","","","","","",""
"404",1,"nl","TomTom Traffic Service","en",2016-04-30 11:29:00,"other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144954117926544","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144954117926544-1",2016-04-30 09:13:30,17,2016-04-30 11:29:00,2016-04-30 11:29:00,"probable","active",2016-04-30 09:13:30,191,"C/wxuRm1/wskCAFS/14KIBo=",3,115,"slowTraffic",6,"","","","","","","","","","",""
"405",1,"nl","TomTom Traffic Service","en",2016-04-30 11:58:30,"other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884377744","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884377744-1",2016-04-30 11:56:00,2,2016-04-30 11:58:30,2016-04-30 11:58:30,"probable","active",2016-04-30 11:56:00,123,"C/wxuRm1/wskBwFc/68LIBg=",3,115,"slowTraffic",8,"","","","","","","","","","",""
"406",1,"nl","TomTom Traffic Service","en",2016-04-30 12:14:00,"other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884377744","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884377744-1",2016-04-30 11:56:00,5,2016-04-30 12:14:00,2016-04-30 12:14:00,"probable","active",2016-04-30 11:56:00,697,"C/wxUxm13gooCwI4//cLAA==",3,101,"stationaryTraffic",3,"","","","","","","","","","",""
"407",1,"nl","TomTom Traffic Service","en",2016-04-30 12:29:00,"other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884377744","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884377744-1",2016-04-30 11:56:00,7,2016-04-30 12:29:00,2016-04-30 12:29:00,"probable","active",2016-04-30 11:56:00,821,"C/wxVRm14gw+DgIo/5wKIBA=",3,101,"stationaryTraffic",3,"","","","","","","","","","",""
"408",1,"nl","TomTom Traffic Service","en",2016-04-30 12:43:30,"other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884377744","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884377744-1",2016-04-30 11:56:00,7,2016-04-30 12:43:30,2016-04-30 12:43:30,"probable","active",2016-04-30 11:56:00,821,"C/wxVRm14gw+DgIo/5wKIBA=",3,101,"stationaryTraffic",3,"","","","","","","","","","",""
"409",1,"nl","TomTom Traffic Service","en",2016-04-30 12:59:00,"other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884377744","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884377744-1",2016-04-30 11:56:00,11,2016-04-30 12:59:00,2016-04-30 12:59:00,"probable","active",2016-04-30 11:56:00,697,"C/wxUxm13gooCwI4//cLAA==",3,101,"stationaryTraffic",3,"","","","","","","","","","",""
"410",1,"nl","TomTom Traffic Service","en",2016-04-30 13:13:00,"other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884377744","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884377744-1",2016-04-30 11:56:00,12,2016-04-30 13:13:00,2016-04-30 13:13:00,"probable","active",2016-04-30 11:56:00,722,"C/wxUxm13gooDAIu/6YKIBI=",3,101,"stationaryTraffic",3,"","","","","","","","","","",""
"411",1,"nl","TomTom Traffic Service","en",2016-04-30 13:29:00,"other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884377744","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884377744-1",2016-04-30 11:56:00,14,2016-04-30 13:29:00,2016-04-30 13:29:00,"probable","active",2016-04-30 11:56:00,437,"C/wxuRm1/wskBwFc/68LAA==",3,101,"stationaryTraffic",3,"","","","","","","","","","",""
"412",1,"nl","TomTom Traffic Service","en",2016-05-02 08:13:30,"other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884416144","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884416144-1",2016-05-02 07:30:30,2,2016-05-02 08:13:30,2016-05-02 08:13:30,"probable","active",2016-05-02 07:30:30,741,"C/wxURm16gw4DAI7/9wLIA4=",3,101,"stationaryTraffic",3,"","","","","","","","","","",""
"413",1,"nl","TomTom Traffic Service","en",2016-05-03 08:43:30,"other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963351078672","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963351078672-1",2016-05-03 08:31:30,1,2016-05-03 08:43:30,2016-05-03 08:43:30,"probable","active",2016-05-03 08:31:30,493,"C/wyRRm07AoyDf4h/l8LBA==",3,101,"stationaryTraffic",5,"","","","","","","","","","",""
"414",1,"nl","TomTom Traffic Service","en",2016-05-03 08:58:30,"other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144954117913744","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144954117913744-1",2016-05-03 08:53:36,3,2016-05-03 08:58:30,2016-05-03 08:58:30,"probable","active",2016-05-03 08:53:36,906,"C/wxRxm15wwwDwI8/xcKIAs=",3,101,"stationaryTraffic",3,"","","","","","","","","","",""
"415",1,"nl","TomTom Traffic Service","en",2016-05-03 09:13:35,"other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144954117913744","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144954117913744-1",2016-05-03 08:53:36,5,2016-05-03 09:13:35,2016-05-03 09:13:35,"probable","active",2016-05-03 08:53:36,714,"C/wxRxm15wwwCwJS/+QLIA4=",3,101,"stationaryTraffic",3,"","","","","","","","","","",""
"416",1,"nl","TomTom Traffic Service","en",2016-05-03 09:29:00,"other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144954117913744","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144954117913744-1",2016-05-03 08:53:36,6,2016-05-03 09:29:00,2016-05-03 09:29:00,"probable","active",2016-05-03 08:53:36,745,"C/wxRxm15wwwCwJS/+QLAA==",3,101,"stationaryTraffic",3,"","","","","","","","","","",""
"417",1,"nl","TomTom Traffic Service","en",2016-05-03 09:43:30,"other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144954117913744","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144954117913744-1",2016-05-03 08:53:36,7,2016-05-03 09:43:30,2016-05-03 09:43:30,"probable","active",2016-05-03 08:53:36,771,"C/wxRxm15wwwDQJI/5MKIBE=",3,101,"stationaryTraffic",3,"","","","","","","","","","",""
"418",1,"nl","TomTom Traffic Service","en",2016-05-03 09:59:00,"other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144954117913744","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144954117913744-1",2016-05-03 08:53:36,7,2016-05-03 09:59:00,2016-05-03 09:59:00,"probable","active",2016-05-03 08:53:36,771,"C/wxRxm15wwwDQJI/5MKIBE=",3,101,"stationaryTraffic",3,"","","","","","","","","","",""
"419",1,"nl","TomTom Traffic Service","en",2016-05-03 10:14:30,"other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144954117913744","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144954117913744-1",2016-05-03 08:53:36,8,2016-05-03 10:14:30,2016-05-03 10:14:30,"probable","active",2016-05-03 08:53:36,745,"C/wxRxm15wwwCwJS/+QLAA==",3,101,"stationaryTraffic",3,"","","","","","","","","","",""
"420",1,"nl","TomTom Traffic Service","en",2016-05-03 10:29:30,"other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144954117913744","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144954117913744-1",2016-05-03 08:53:36,8,2016-05-03 10:29:30,2016-05-03 10:29:30,"probable","active",2016-05-03 08:53:36,745,"C/wxRxm15wwwCwJS/+QLAA==",3,101,"stationaryTraffic",3,"","","","","","","","","","",""
"421",1,"nl","TomTom Traffic Service","en",2016-05-03 10:43:30,"other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144954117913744","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144954117913744-1",2016-05-03 08:53:36,10,2016-05-03 10:43:30,2016-05-03 10:43:30,"probable","active",2016-05-03 08:53:36,795,"C/wxVRm14gw+DAIy/+0LAA==",3,101,"stationaryTraffic",3,"","","","","","","","","","",""
"422",1,"nl","TomTom Traffic Service","en",2016-05-03 10:58:30,"other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144954117913744","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144954117913744-1",2016-05-03 08:53:36,11,2016-05-03 10:58:30,2016-05-03 10:58:30,"probable","active",2016-05-03 08:53:36,763,"C/wxURm16gw4DAI7/9wLAA==",3,101,"stationaryTraffic",3,"","","","","","","","","","",""
"423",1,"nl","TomTom Traffic Service","en",2016-05-03 11:14:00,"other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144954117913744","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144954117913744-1",2016-05-03 08:53:36,13,2016-05-03 11:14:00,2016-05-03 11:14:00,"probable","active",2016-05-03 08:53:36,722,"C/wxUxm13gooDAIu/6YKIBI=",3,101,"stationaryTraffic",3,"","","","","","","","","","",""
"424",1,"nl","TomTom Traffic Service","en",2016-05-03 11:28:30,"other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144954117913744","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144954117913744-1",2016-05-03 08:53:36,14,2016-05-03 11:28:30,2016-05-03 11:28:30,"probable","active",2016-05-03 08:53:36,903,"C/wxUxm13gooDwIi/yoKAA==",3,101,"stationaryTraffic",3,"","","","","","","","","","",""
"425",1,"nl","TomTom Traffic Service","en",2016-05-03 11:44:05,"other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144954117913744","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144954117913744-1",2016-05-03 08:53:36,16,2016-05-03 11:44:05,2016-05-03 11:44:05,"probable","active",2016-05-03 08:53:36,722,"C/wxUxm13gooDAIu/6YKIBI=",3,101,"stationaryTraffic",3,"","","","","","","","","","",""
"426",1,"nl","TomTom Traffic Service","en",2016-05-03 11:58:00,"other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144954117913744","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144954117913744-1",2016-05-03 08:53:36,16,2016-05-03 11:58:00,2016-05-03 11:58:00,"probable","active",2016-05-03 08:53:36,722,"C/wxUxm13gooDAIu/6YKIBI=",3,101,"stationaryTraffic",3,"","","","","","","","","","",""
"427",1,"nl","TomTom Traffic Service","en",2016-05-03 12:13:30,"other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144954117913744","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144954117913744-1",2016-05-03 08:53:36,16,2016-05-03 12:13:30,2016-05-03 12:13:30,"probable","active",2016-05-03 08:53:36,722,"C/wxUxm13gooDAIu/6YKIBI=",3,101,"stationaryTraffic",3,"","","","","","","","","","",""
"428",1,"nl","TomTom Traffic Service","en",2016-05-03 12:29:00,"other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144954117913744","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144954117913744-1",2016-05-03 08:53:36,16,2016-05-03 12:29:00,2016-05-03 12:29:00,"probable","active",2016-05-03 08:53:36,722,"C/wxUxm13gooDAIu/6YKIBI=",3,101,"stationaryTraffic",3,"","","","","","","","","","",""
"429",1,"nl","TomTom Traffic Service","en",2016-05-03 12:43:30,"other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144954117913744","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144954117913744-1",2016-05-03 08:53:36,17,2016-05-03 12:43:30,2016-05-03 12:43:30,"probable","active",2016-05-03 08:53:36,821,"C/wxVRm14gw+DgIo/5wKIBA=",3,101,"stationaryTraffic",3,"","","","","","","","","","",""
"430",1,"nl","TomTom Traffic Service","en",2016-05-03 13:14:30,"other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144981817433792","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144981817433792-1",2016-05-03 13:00:30,1,2016-05-03 13:14:30,2016-05-03 13:14:30,"probable","active",2016-05-03 13:00:30,181,"C/ww/hmzOyOeCABVAcMjMCY=",3,108,"queueingTraffic",7,"","","","","","","","","","",""
"431",1,"nl","TomTom Traffic Service","en",2016-05-03 13:28:30,"other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884390544","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884390544-1",2016-05-03 13:15:30,5,2016-05-03 13:28:30,2016-05-03 13:28:30,"probable","active",2016-05-03 13:15:30,447,"C/wxVRm14gw+DgIo/5wKIBA=",3,108,"queueingTraffic",5,"","","","","","","","","","",""
"432",1,"nl","TomTom Traffic Service","en",2016-05-03 14:13:30,"other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144981817433792","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144981817433792-1",2016-05-03 14:10:30,1,2016-05-03 14:13:30,2016-05-03 14:13:30,"probable","active",2016-05-03 14:10:30,200,"C/ww/hmzOyOeCgDMAfIjVRQ=",3,108,"queueingTraffic",8,"","","","","","","","","","",""
"433",1,"nl","TomTom Traffic Service","en",2016-05-03 14:28:30,"other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963350912144","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963350912144-1",2016-05-03 14:23:00,1,2016-05-03 14:28:30,2016-05-03 14:28:30,"probable","active",2016-05-03 14:23:00,113,"C/wxEhm0WAosBgEeABQLEw==",3,115,"slowTraffic",9,"","","","","","","","","","",""
"434",1,"nl","TomTom Traffic Service","en",2016-05-03 14:28:30,"other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144981817433792","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144981817433792-1",2016-05-03 14:10:30,2,2016-05-03 14:28:30,2016-05-03 14:28:30,"probable","active",2016-05-03 14:10:30,171,"C/ww/hmzOyOeCgDMAfIjVRQ=",3,108,"queueingTraffic",9,"","","","","","","","","","",""
"435",1,"nl","TomTom Traffic Service","en",2016-05-03 14:59:00,"other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963351116944","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963351116944-1",2016-05-03 14:48:00,2,2016-05-03 14:59:00,2016-05-03 14:59:00,"probable","active",2016-05-03 14:48:00,386,"C/wyKBm0lAoxC/4I/zkKawoE",3,101,"stationaryTraffic",5,"","","","","","","","","","",""
"436",1,"nl","TomTom Traffic Service","en",2016-05-03 16:14:00,"other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963350912016","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963350912016-1",2016-05-03 16:10:30,1,2016-05-03 16:14:00,2016-05-03 16:14:00,"probable","active",2016-05-03 16:10:30,178,"C/wxEhm0WAosBACz/50MUEo=",3,101,"stationaryTraffic",3,"","","","","","","","","","",""
"437",1,"nl","TomTom Traffic Service","en",2016-05-03 16:44:00,"other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144981817075520","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144981817075520-1",2016-05-03 16:39:00,1,2016-05-03 16:44:00,2016-05-03 16:44:00,"probable","active",2016-05-03 16:39:00,405,"C/ww9Rmy7ySWDQFV/hgkGw==",3,108,"queueingTraffic",6,"","","","","","","","","","",""
"438",1,"nl","TomTom Traffic Service","en",2016-05-03 16:58:30,"other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963350899344","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963350899344-1",2016-05-03 16:53:00,1,2016-05-03 16:58:30,2016-05-03 16:58:30,"probable","active",2016-05-03 16:53:00,206,"C/wxEhm0WAosCAF3/+0LWyM=",3,108,"queueingTraffic",6,"","","","","","","","","","",""
"439",1,"nl","TomTom Traffic Service","en",2016-05-03 16:58:30,"other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144981817075520","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144981817075520-1",2016-05-03 16:39:00,4,2016-05-03 16:58:30,2016-05-03 16:58:30,"probable","active",2016-05-03 16:39:00,203,"C/wxGRmypSONCgEI/rYkGw==",3,108,"queueingTraffic",8,"","","","","","","","","","",""
"440",1,"nl","TomTom Traffic Service","en",2016-05-03 17:14:00,"other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144981817075520","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144981817075520-1",2016-05-03 16:39:00,5,2016-05-03 17:14:00,2016-05-03 17:14:00,"probable","active",2016-05-03 16:39:00,235,"C/wxGRmypSONCQD9/r4jFA==",3,108,"queueingTraffic",7,"","","","","","","","","","",""
"441",1,"nl","TomTom Traffic Service","en",2016-05-03 17:14:00,"other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963350899344","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963350899344-1",2016-05-03 16:53:00,2,2016-05-03 17:14:00,2016-05-03 17:14:00,"probable","active",2016-05-03 16:53:00,257,"C/wxEhm0WAosCAF3/+0LWyM=",3,108,"queueingTraffic",5,"","","","","","","","","","",""
"442",1,"nl","TomTom Traffic Service","en",2016-05-03 17:29:05,"other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144981817075520","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144981817075520-1",2016-05-03 16:39:00,5,2016-05-03 17:29:05,2016-05-03 17:29:05,"probable","active",2016-05-03 16:39:00,235,"C/wxGRmypSONCQD9/r4jFA==",3,108,"queueingTraffic",7,"","","","","","","","","","",""
"443",1,"nl","TomTom Traffic Service","en",2016-05-03 17:44:00,"other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144981817075520","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144981817075520-1",2016-05-03 16:39:00,8,2016-05-03 17:44:00,2016-05-03 17:44:00,"probable","active",2016-05-03 16:39:00,326,"C/ww7Rmy7SSOCwDx/fMkMwg=",3,101,"stationaryTraffic",6,"","","","","","","","","","",""
"444",1,"nl","TomTom Traffic Service","en",2016-05-04 07:43:30,"other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884416144","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884416144-1",2016-05-04 07:30:00,2,2016-05-04 07:43:30,2016-05-04 07:43:30,"probable","active",2016-05-04 07:30:00,806,"C/wxURm16gw4DQIx/4sKIA0=",3,101,"stationaryTraffic",3,"","","","","","","","","","",""
"445",1,"nl","TomTom Traffic Service","en",2016-05-04 07:58:30,"other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL145000284352208","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL145000284352208-1",2016-05-04 07:58:30,1,2016-05-04 07:58:30,2016-05-04 07:58:30,"probable","active",2016-05-04 07:58:30,170,"C/wxqBmxMCu+CP+7AaQrcx8R",3,101,"stationaryTraffic",7,"","","","","","","","","","",""
