"","ID","lon","lat"
"1","Obfc324519b4eca323ffc6ff65c1f","-5.34885048863721","36.1500728128617"
"2","Obfc324319b61b27801cfe87a5f27","-5.34889340398145","36.1560165880387"
"3","Obfc31d219b446a2960d10dbca","-5.3513181209309","36.1465108392899"
"4","Obfc30ef19b472a394fee3037c5","-5.35618901250193","36.1474549768632"
"5","Obfc325019b551a2150440f4ce","-5.34861445424391","36.1522400377457"
"6","Obfc324319b61b27801cfe87a5f27","-5.34889340398145","36.1560165880387"
"7","Obfc31d219b446b3a2ff8203ac1","-5.3513181209309","36.1465108392899"
"8","Obfc319b19b462b292076ffc5b1a","-5.35249829289745","36.1471116541093"
"9","Obfc316519b42ab242073078c17","-5.35365700719188","36.1459100244706"
"10","Obfc315c19b429c310fffefff9c1","-5.35385012624095","36.1458885667985"
"11","Obfc315c19b429a394ff1509ec3","-5.35385012624095","36.1458885667985"
"12","Obfc30ef19b472c300fffffffac0","-5.35618901250193","36.1474549768632"
"13","Obfc30ef19b472a394fee3037c5","-5.35618901250193","36.1474549768632"
"14","Obfc325019b551b304ffe8ff27b0","-5.34861445424391","36.1522400377457"
"15","Obfc324519b4eca323ffc6ff65c1f","-5.34885048863721","36.1500728128617"
"16","Obfc322a19b4a4a2f5ff44ff37a7","-5.34942984578443","36.1485278604691"
"17","Obfc31d219b446b3a2ff8203ac1","-5.3513181209309","36.1465108392899"
"18","Obfc319b19b462b292076ffc5b1a","-5.35249829289745","36.1471116541093"
"19","Obfc316519b42ab242073078c17","-5.35365700719188","36.1459100244706"
"20","Obfc315c19b429c310fffefff9c1","-5.35385012624095","36.1458885667985"
"21","Obfc315c19b429a394ff1509ec3","-5.35385012624095","36.1458885667985"
"22","Obfc30f719b46da2c50ecff70c10","-5.35601735112497","36.1473476885026"
"23","Obfc307519b488c2100207c11","-5.35880684850045","36.1479270456498"
"24","Obfc326f19b5c3b27702808cb3011","-5.34794926640821","36.1546862123673"
"25","Obfc325019b551b304ffe8ff27b0","-5.34861445424391","36.1522400377457"
"26","Obfc324519b4ecb2040180d9b10","-5.34885048863721","36.1500728128617"
"27","Obfc324519b4eca323ffc6ff65c1f","-5.34885048863721","36.1500728128617"
"28","Obfc324319b61b27801cfe87a5f27","-5.34889340398145","36.1560165880387"
"29","Obfc323319b4acc370fff4ffffc7","-5.34923672673536","36.1486995218461"
"30","Obfc323319b4aca202025089a10","-5.34923672673536","36.1486995218461"
"31","Obfc322a19b4a4c2b0016fff8c19","-5.34942984578443","36.1485278604691"
"32","Obfc322a19b4a4a2f5ff44ff37a7","-5.34942984578443","36.1485278604691"
"33","Obfc31d219b446b3a2ff8203ac1","-5.3513181209309","36.1465108392899"
"34","Obfc31d219b446a2960d10dbca","-5.3513181209309","36.1465108392899"
"35","Obfc319719b461b333ff82ff87c3","-5.35258412358593","36.1470901964371"
"36","Obfc316519b42ab242073078c17","-5.35365700719188","36.1459100244706"
