"","date","date_end","site","site_name","no2"
"282",2016-05-02 11:00:00,2016-05-02 12:00:00,"gib1","Rosia Road",11.475
"283",2016-05-02 12:00:00,2016-05-02 13:00:00,"gib1","Rosia Road",13.3875
"284",2016-05-02 13:00:00,2016-05-02 14:00:00,"gib1","Rosia Road",9.5625
"285",2016-05-02 14:00:00,2016-05-02 15:00:00,"gib1","Rosia Road",9.5625
"286",2016-05-02 15:00:00,2016-05-02 16:00:00,"gib1","Rosia Road",9.5625
"287",2016-05-02 16:00:00,2016-05-02 17:00:00,"gib1","Rosia Road",13.3875
"288",2016-05-02 17:00:00,2016-05-02 18:00:00,"gib1","Rosia Road",15.3
"289",2016-05-02 18:00:00,2016-05-02 19:00:00,"gib1","Rosia Road",22.95
"290",2016-05-02 19:00:00,2016-05-02 20:00:00,"gib1","Rosia Road",30.6
"291",2016-05-02 20:00:00,2016-05-02 21:00:00,"gib1","Rosia Road",32.5125
"292",2016-05-02 21:00:00,2016-05-02 22:00:00,"gib1","Rosia Road",26.775
"293",2016-05-02 22:00:00,2016-05-02 23:00:00,"gib1","Rosia Road",28.6875
"294",2016-05-03 00:00:00,2016-05-03 01:00:00,"gib1","Rosia Road",15.3
"295",2016-05-03 01:00:00,2016-05-03 02:00:00,"gib1","Rosia Road",9.5625
"296",2016-05-03 02:00:00,2016-05-03 03:00:00,"gib1","Rosia Road",9.5625
"297",2016-05-03 03:00:00,2016-05-03 04:00:00,"gib1","Rosia Road",9.5625
"298",2016-05-03 04:00:00,2016-05-03 05:00:00,"gib1","Rosia Road",17.2125
"299",2016-05-03 05:00:00,2016-05-03 06:00:00,"gib1","Rosia Road",15.3
"300",2016-05-03 06:00:00,2016-05-03 07:00:00,"gib1","Rosia Road",26.775
"301",2016-05-03 07:00:00,2016-05-03 08:00:00,"gib1","Rosia Road",34.425
"302",2016-05-03 08:00:00,2016-05-03 09:00:00,"gib1","Rosia Road",30.6
"303",2016-05-03 09:00:00,2016-05-03 10:00:00,"gib1","Rosia Road",26.775
"304",2016-05-03 10:00:00,2016-05-03 11:00:00,"gib1","Rosia Road",28.6875
"305",2016-05-03 11:00:00,2016-05-03 12:00:00,"gib1","Rosia Road",26.775
"306",2016-05-03 12:00:00,2016-05-03 13:00:00,"gib1","Rosia Road",28.6875
"307",2016-05-03 13:00:00,2016-05-03 14:00:00,"gib1","Rosia Road",24.8625
"308",2016-05-03 14:00:00,2016-05-03 15:00:00,"gib1","Rosia Road",28.6875
"309",2016-05-03 15:00:00,2016-05-03 16:00:00,"gib1","Rosia Road",22.95
"310",2016-05-03 16:00:00,2016-05-03 17:00:00,"gib1","Rosia Road",30.6
