"","ID","lon","lat"
"1","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144954117516944","-5.34766926640074","36.155436008647"
"2","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144954118003344","-5.34753635106969","36.1560774663835"
"3","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144954117414544","-5.34768987752974","36.1554343472839"
"4","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144954117414544","-5.34768716586764","36.1554298021969"
"5","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144954117376144","-5.34767048861609","36.1554328126972"
"6","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144981817075520","-5.3527577903332","36.1343429899448"
"7","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144981817075520","-5.35382192788886","36.1338579424796"
"8","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144972584153792","-5.34207887747107","36.1461920480383"
"9","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963350899344","-5.35168799406158","36.1467070773819"
"10","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963350464192","-5.35382195955383","36.1457436462538"
"11","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144954117580944","-5.34767445424582","36.1554300378216"
"12","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144954117580944","-5.34768926640751","36.1554362123738"
"13","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144954117414544","-5.34768987752974","36.1554343472839"
"14","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144954117414544","-5.34768716586764","36.1554298021969"
"15","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144954117401744","-5.34766926640074","36.155436008647"
"16","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144954117376144","-5.34767048861609","36.1554328126972"
"17","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144981817075520","-5.3526477901941","36.1342629900342"
"18","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144981817075520","-5.35265026658082","36.1342708578473"
"19","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144981817062720","-5.3527577903332","36.1343429899448"
"20","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144981817062720","-5.35263735123219","36.1342591962917"
"21","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144981817062720","-5.35274735113846","36.1343391964351"
"22","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144972584665792","-5.34916813948437","36.1486799927102"
"23","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963351155392","-5.34916058389715","36.1486622652178"
"24","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963350912016","-5.35364799396841","36.1459070774167"
"25","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963350899472","-5.35046799385229","36.146587077385"
"26","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963350899344","-5.35168799406158","36.1467070773819"
"27","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963350860944","-5.34791089603455","36.1545664028404"
