"","ID","lon","lat"
"1","Obfc324519b4eca323ffc6ff65c1f","-5.34943048862984","36.1485228128172"
"2","Obfc323319b4acc370fff4ffffc7","-5.34935672673233","36.1486895218463"
"3","Obfc323319b4aca202025089a10","-5.34886672674107","36.1500695218005"
"4","Obfc322a19b4a4c2b0016fff8c19","-5.34920984578271","36.1484478604711"
"5","Obfc31d219b446b3a2ff8203ac1","-5.35257812097911","36.1470908392825"
"6","Obfc31d219b446a2960d10dbca","-5.3492281208491","36.1487008392019"
"7","Obfc319719b461b333ff82ff87c3","-5.35384412363413","36.1458801964204"
"8","Obfc316519b42ab242073078c17","-5.35250700716636","36.1471100245276"
"9","Obfc315c19b429c310fffefff9c1","-5.35387012624045","36.1458185667966"
"10","Obfc30f719b46da2c50ecff70c10","-5.35365735108273","36.1459076884807"
"11","Obfc325019b551a2150440f4ce","-5.34793445424653","36.1546800376986"
"12","Obfc323319b4acc370fff4ffffc7","-5.34935672673233","36.1486895218463"
"13","Obfc323319b4aca202025089a10","-5.34886672674107","36.1500695218005"
"14","Obfc322a19b4a4c2b0016fff8c19","-5.34920984578271","36.1484478604711"
"15","Obfc31d219b446a2960d10dbca","-5.3492281208491","36.1487008392019"
"16","Obfc319b19b462b292076ffc5b1a","-5.35131829287633","36.1465216540987"
"17","Obfc315c19b429a394ff1509ec3","-5.35620012620705","36.1474685668386"
"18","Obfc30f719b46da2c50ecff70c10","-5.35365735108273","36.1459076884807"
"19","Obfc30ef19b472c300fffffffac0","-5.35619901250167","36.1473949768647"
"20","Obfc30ef19b472a394fee3037c5","-5.35903901254998","36.1480049768602"
"21","Obfc324319b61b27801cfe87a5f27","-5.34861340397397","36.1522465879702"
"22","Obfc323319b4acc370fff4ffffc7","-5.34935672673233","36.1486895218463"
"23","Obfc323319b4aca202025089a10","-5.34886672674107","36.1500695218005"
"24","Obfc322a19b4a4a2f5ff44ff37a7","-5.35130984578059","36.1465178605308"
"25","Obfc31d219b446b3a2ff8203ac1","-5.35257812097911","36.1470908392825"
"26","Obfc319b19b462b292076ffc5b1a","-5.35131829287633","36.1465216540987"
"27","Obfc319719b461b333ff82ff87c3","-5.35384412363413","36.1458801964204"
"28","Obfc315c19b429c310fffefff9c1","-5.35387012624045","36.1458185667966"
"29","Obfc315c19b429a394ff1509ec3","-5.35620012620705","36.1474685668386"
"30","Obfc30ef19b472c300fffffffac0","-5.35619901250167","36.1473949768647"
"31","Obfc30ef19b472a394fee3037c5","-5.35903901254998","36.1480049768602"
"32","Obfc326f19b5c3b27702808cb3011","-5.34754926641832","36.1560862123174"
"33","Obfc325019b551b304ffe8ff27b0","-5.34885445423784","36.1500700377532"
"34","Obfc325019b551a2150440f4ce","-5.34793445424653","36.1546800376986"
"35","Obfc324519b4ecb2040180d9b10","-5.34861048864328","36.1522428128542"
"36","Obfc324519b4eca323ffc6ff65c1f","-5.34943048862984","36.1485228128172"
"37","Obfc324319b61b27801cfe87a5f27","-5.34861340397397","36.1522465879702"
"38","Obfc323319b4aca202025089a10","-5.34886672674107","36.1500695218005"
"39","Obfc322a19b4a4a2f5ff44ff37a7","-5.35130984578059","36.1465178605308"
"40","Obfc31d219b446b3a2ff8203ac1","-5.35257812097911","36.1470908392825"
"41","Obfc31d219b446a2960d10dbca","-5.3492281208491","36.1487008392019"
"42","Obfc319b19b462b292076ffc5b1a","-5.35131829287633","36.1465216540987"
"43","Obfc319719b461b333ff82ff87c3","-5.35384412363413","36.1458801964204"
"44","Obfc316519b42ab242073078c17","-5.35250700716636","36.1471100245276"
"45","Obfc30f719b46da2c50ecff70c10","-5.35365735108273","36.1459076884807"
"46","Obfc30ef19b472a394fee3037c5","-5.35903901254998","36.1480049768602"
"47","Obfc326f19b5c3b27702808cb3011","-5.34754926641832","36.1560862123174"
"48","Obfc325019b551b304ffe8ff27b0","-5.34885445423784","36.1500700377532"
"49","Obfc324519b4eca323ffc6ff65c1f","-5.34943048862984","36.1485228128172"
"50","Obfc324319b61b27801cfe87a5f27","-5.34861340397397","36.1522465879702"
"51","Obfc323319b4acc370fff4ffffc7","-5.34935672673233","36.1486895218463"
"52","Obfc322a19b4a4a2f5ff44ff37a7","-5.35130984578059","36.1465178605308"
"53","Obfc31d219b446b3a2ff8203ac1","-5.35257812097911","36.1470908392825"
"54","Obfc31d219b446a2960d10dbca","-5.3492281208491","36.1487008392019"
"55","Obfc319719b461b333ff82ff87c3","-5.35384412363413","36.1458801964204"
"56","Obfc315c19b429c310fffefff9c1","-5.35387012624045","36.1458185667966"
"57","Obfc315c19b429a394ff1509ec3","-5.35620012620705","36.1474685668386"
"58","Obfc30f719b46da2c50ecff70c10","-5.35365735108273","36.1459076884807"
"59","Obfc307519b488a294118ffc6c19","-5.35600684860029","36.1473470456572"
"60","Obfc326f19b5c3b27702808cb3011","-5.34754926641832","36.1560862123174"
"61","Obfc325019b551b304ffe8ff27b0","-5.34885445423784","36.1500700377532"
"62","Obfc324519b4ecb2040180d9b10","-5.34861048864328","36.1522428128542"
"63","Obfc324519b4eca323ffc6ff65c1f","-5.34943048862984","36.1485228128172"
"64","Obfc324319b61b27801cfe87a5f27","-5.34861340397397","36.1522465879702"
"65","Obfc323319b4acc370fff4ffffc7","-5.34935672673233","36.1486895218463"
"66","Obfc323319b4aca202025089a10","-5.34886672674107","36.1500695218005"
"67","Obfc322a19b4a4c2b0016fff8c19","-5.34920984578271","36.1484478604711"
"68","Obfc322a19b4a4a2f5ff44ff37a7","-5.35130984578059","36.1465178605308"
"69","Obfc31d219b446b3a2ff8203ac1","-5.35257812097911","36.1470908392825"
"70","Obfc31d219b446a2960d10dbca","-5.3492281208491","36.1487008392019"
"71","Obfc319b19b462b292076ffc5b1a","-5.35131829287633","36.1465216540987"
"72","Obfc319719b461b333ff82ff87c3","-5.35384412363413","36.1458801964204"
"73","Obfc315c19b429c310fffefff9c1","-5.35387012624045","36.1458185667966"
"74","Obfc315c19b429a394ff1509ec3","-5.35620012620705","36.1474685668386"
