"","date","date_end","site","site_name","no2"
"255",2016-04-23 02:00:00,2016-04-23 03:00:00,"gi4","Withams Road",36.3375
"256",2016-04-23 03:00:00,2016-04-23 04:00:00,"gi4","Withams Road",65.025
"257",2016-04-23 04:00:00,2016-04-23 05:00:00,"gi4","Withams Road",38.25
"258",2016-04-23 05:00:00,2016-04-23 06:00:00,"gi4","Withams Road",36.3375
"259",2016-04-23 06:00:00,2016-04-23 07:00:00,"gi4","Withams Road",38.25
"260",2016-04-23 07:00:00,2016-04-23 08:00:00,"gi4","Withams Road",42.075
"261",2016-04-23 08:00:00,2016-04-23 09:00:00,"gi4","Withams Road",51.6375
"262",2016-04-23 09:00:00,2016-04-23 10:00:00,"gi4","Withams Road",51.6375
"263",2016-04-23 10:00:00,2016-04-23 11:00:00,"gi4","Withams Road",24.8625
"264",2016-04-23 11:00:00,2016-04-23 12:00:00,"gi4","Withams Road",30.6
"265",2016-04-23 12:00:00,2016-04-23 13:00:00,"gi4","Withams Road",19.125
"266",2016-04-23 13:00:00,2016-04-23 14:00:00,"gi4","Withams Road",7.65
"267",2016-04-23 14:00:00,2016-04-23 15:00:00,"gi4","Withams Road",15.3
"268",2016-04-23 15:00:00,2016-04-23 16:00:00,"gi4","Withams Road",19.125
"269",2016-04-23 16:00:00,2016-04-23 17:00:00,"gi4","Withams Road",22.95
"270",2016-04-23 17:00:00,2016-04-23 18:00:00,"gi4","Withams Road",15.3
"271",2016-04-23 18:00:00,2016-04-23 19:00:00,"gi4","Withams Road",22.95
"272",2016-04-23 19:00:00,2016-04-23 20:00:00,"gi4","Withams Road",19.125
"273",2016-04-23 20:00:00,2016-04-23 21:00:00,"gi4","Withams Road",32.5125
"274",2016-04-23 21:00:00,2016-04-23 22:00:00,"gi4","Withams Road",15.3
"275",2016-04-23 22:00:00,2016-04-23 23:00:00,"gi4","Withams Road",17.2125
"276",2016-04-24 00:00:00,2016-04-24 01:00:00,"gi4","Withams Road",11.475
"277",2016-04-24 01:00:00,2016-04-24 02:00:00,"gi4","Withams Road",17.2125
"278",2016-04-24 02:00:00,2016-04-24 03:00:00,"gi4","Withams Road",19.125
"279",2016-04-24 03:00:00,2016-04-24 04:00:00,"gi4","Withams Road",24.8625
