"","X","modelbaseversion","suppliercountry","suppliernationalidentifier","publicationlanguage","publicationtime","publicationcountry","publicationnationalidentifier","confidentiality","informationstatus","locationsetreference","elaborateddataid","suppliercalculateddataquality","openlrbinary","predefinedlocationreference","freeflowspeed","freeflowtraveltime","traveltime","averagespeed","ID","lon","lat"
"1",56135,1,"nl","TomTom Traffic Service","en","05/05/2016 00:13","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc2f2319b45db26d2d605cc14",50,"C/wvIxm0XQsmDQLWAFwMFA==","OpenLR",0,0,0,0,"Obfc326f19b5c3c370ffeefffbc5",-5.34794926640821,36.1546862123673
"2",56136,1,"nl","TomTom Traffic Service","en","05/05/2016 00:13","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc30ef19b472a394fee3037c5",65,"C/ww7xm0cgo5BP7jADcMBQ==","OpenLR",0,0,0,0,"Obfc326f19b5c3b27702808cb3011",-5.34794926640821,36.1546862123673
"3",56137,1,"nl","TomTom Traffic Service","en","05/05/2016 00:13","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc30ef19b472c300fffffffac0",50,"C/ww7xm0cgwwAP////oMAA==","OpenLR",0,0,0,0,"Obfc325019b551b304ffe8ff27b0",-5.34861445424391,36.1522400377457
"4",56138,1,"nl","TomTom Traffic Service","en","05/05/2016 00:13","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc30f719b46da2c50ecff70c10",89,"C/ww9xm0bQosBQDs/3AMEA==","OpenLR",0,0,0,0,"Obfc325019b551a2150440f4ce",-5.34861445424391,36.1522400377457
"5",56139,1,"nl","TomTom Traffic Service","en","05/05/2016 00:13","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc30f719b46dc2200509c12",50,"C/ww9xm0bQwiAAAFAAkMEg==","OpenLR",0,0,0,0,"Obfc324519b4ecb2040180d9b10",-5.34885048863721,36.1500728128617
"6",56140,1,"nl","TomTom Traffic Service","en","05/05/2016 00:13","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc306a19b48cb38cfd41ff9bb6",50,"C/wwahm0jAs4DP1B/5sLBg==","OpenLR",0,0,0,0,"Obfc324519b4eca323ffc6ff65c1f",-5.34885048863721,36.1500728128617
"7",56141,1,"nl","TomTom Traffic Service","en","05/05/2016 00:13","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc307519b488a294118ffc6c19",89,"C/wwdRm0iAopBAEY/8YMGQ==","OpenLR",0,0,0,0,"Obfc324319b61b27801cfe87a5f27",-5.34889340398145,36.1560165880387
"8",56142,1,"nl","TomTom Traffic Service","en","05/05/2016 00:13","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc307519b488c2100207c11",50,"C/wwdRm0iAwhAAACAAcMEQ==","OpenLR",0,0,0,0,"Obfc323319b4acc370fff4ffffc7",-5.34923672673536,36.1486995218461
"9",56143,1,"nl","TomTom Traffic Service","en","05/05/2016 00:13","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc31d219b446a2960d10dbca",92,"C/wx0hm0RgopBgDRANsMCg==","OpenLR",0,0,0,0,"Obfc323319b4aca202025089a10",-5.34923672673536,36.1486995218461
"10",56144,1,"nl","TomTom Traffic Service","en","05/05/2016 00:13","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc31d219b446b3a2ff8203ac1",65,"C/wx0hm0Rgs6Av+CADoMAQ==","OpenLR",0,0,0,0,"Obfc322a19b4a4c2b0016fff8c19",-5.34942984578443,36.1485278604691
"11",56145,1,"nl","TomTom Traffic Service","en","05/05/2016 00:13","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc315c19b429a394ff1509ec3",54,"C/wxXBm0KQo5BP8VAJ4MAw==","OpenLR",0,0,0,0,"Obfc322a19b4a4a2f5ff44ff37a7",-5.34942984578443,36.1485278604691
"12",56146,1,"nl","TomTom Traffic Service","en","05/05/2016 00:13","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc315c19b429c310fffefff9c1",50,"C/wxXBm0KQwxAP/+//kMAQ==","OpenLR",0,0,0,0,"Obfc319b19b462b292076ffc5b1a",-5.35249829289745,36.1471116541093
"13",56147,1,"nl","TomTom Traffic Service","en","05/05/2016 00:13","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc316519b42ab242073078c17",90,"C/wxZRm0KgskAgBzAHgMFw==","OpenLR",0,0,0,0,"Obfc319719b461b333ff82ff87c3",-5.35258412358593,36.1470901964371
"14",56148,1,"nl","TomTom Traffic Service","en","05/05/2016 00:13","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc319719b461b333ff82ff87c3",50,"C/wxlxm0YQszA/+C/4cMAw==","OpenLR",0,0,0,0,"Obfc316519b42ab242073078c17",-5.35365700719188,36.1459100244706
"15",56149,1,"nl","TomTom Traffic Service","en","05/05/2016 00:13","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc319b19b462b292076ffc5b1a",90,"C/wxmxm0YgspAgB2/8ULGg==","OpenLR",0,0,0,0,"Obfc315c19b429c310fffefff9c1",-5.35385012624095,36.1458885667985
"16",56150,1,"nl","TomTom Traffic Service","en","05/05/2016 00:13","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc322a19b4a4a2f5ff44ff37a7",88,"C/wyKhm0pAovBf9E/zcKBw==","OpenLR",0,0,0,0,"Obfc315c19b429a394ff1509ec3",-5.35385012624095,36.1458885667985
"17",56151,1,"nl","TomTom Traffic Service","en","05/05/2016 00:13","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc322a19b4a4c2b0016fff8c19",50,"C/wyKhm0pAwrAAAW//gMGQ==","OpenLR",0,0,0,0,"Obfc31d219b446b3a2ff8203ac1",-5.3513181209309,36.1465108392899
"18",56152,1,"nl","TomTom Traffic Service","en","05/05/2016 00:13","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc323319b4aca202025089a10",68,"C/wyMxm0rAogAgAlAIkKEA==","OpenLR",0,0,0,0,"Obfc31d219b446a2960d10dbca",-5.3513181209309,36.1465108392899
"19",56153,1,"nl","TomTom Traffic Service","en","05/05/2016 00:13","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc323319b4acc370fff4ffffc7",90,"C/wyMxm0rAw3AP/0//8MBw==","OpenLR",0,0,0,0,"Obfc307519b488c2100207c11",-5.35880684850045,36.1479270456498
"20",56154,1,"nl","TomTom Traffic Service","en","05/05/2016 00:13","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc324319b61b27801cfe87a5f27",54,"C/wyQxm2AQsnCAAc/ocKXyc=","OpenLR",0,0,0,0,"Obfc307519b488a294118ffc6c19",-5.35880684850045,36.1479270456498
"21",56155,1,"nl","TomTom Traffic Service","en","05/05/2016 00:13","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc324519b4eca323ffc6ff65c1f",76,"C/wyRRm07AoyA//G/2UMHw==","OpenLR",0,0,0,0,"Obfc306a19b48cb38cfd41ff9bb6",-5.35904288289376,36.1480128763382
"22",56156,1,"nl","TomTom Traffic Service","en","05/05/2016 00:13","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc324519b4ecb2040180d9b10",67,"C/wyRRm07AsgBAAYANkLEA==","OpenLR",0,0,0,0,"Obfc30f719b46dc2200509c12",-5.35601735112497,36.1473476885026
"23",56157,1,"nl","TomTom Traffic Service","en","05/05/2016 00:13","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc325019b551a2150440f4ce",57,"C/wyUBm1UQohBQBEAPQMDg==","OpenLR",0,0,0,0,"Obfc30f719b46da2c50ecff70c10",-5.35601735112497,36.1473476885026
"24",56158,1,"nl","TomTom Traffic Service","en","05/05/2016 00:13","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc325019b551b304ffe8ff27b0",70,"C/wyUBm1UQswBP/o/ycLAA==","OpenLR",0,0,0,0,"Obfc30ef19b472c300fffffffac0",-5.35618901250193,36.1474549768632
"25",56159,1,"nl","TomTom Traffic Service","en","05/05/2016 00:13","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc326f19b5c3b27702808cb3011",50,"C/wybxm1wwsnBwAoAIwLMBE=","OpenLR",0,0,0,0,"Obfc30ef19b472a394fee3037c5",-5.35618901250193,36.1474549768632
"26",56160,1,"nl","TomTom Traffic Service","en","05/05/2016 00:13","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc326f19b5c3c370ffeefffbc5",50,"C/wybxm1www3AP/u//sMBQ==","OpenLR",0,0,0,0,"Obfc2f2319b45db26d2d605cc14",-5.36605954167668,36.1470043657487
"27",56161,1,"nl","TomTom Traffic Service","en","05/05/2016 00:29","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc2f2319b45db26d2d605cc14",50,"C/wvIxm0XQsmDQLWAFwMFA==","OpenLR",0,0,0,0,"Obfc326f19b5c3c370ffeefffbc5",-5.34794926640821,36.1546862123673
"28",56162,1,"nl","TomTom Traffic Service","en","05/05/2016 00:29","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc30ef19b472a394fee3037c5",50,"C/ww7xm0cgo5BP7jADcMBQ==","OpenLR",0,0,0,0,"Obfc326f19b5c3b27702808cb3011",-5.34794926640821,36.1546862123673
"29",56163,1,"nl","TomTom Traffic Service","en","05/05/2016 00:29","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc30ef19b472c300fffffffac0",50,"C/ww7xm0cgwwAP////oMAA==","OpenLR",0,0,0,0,"Obfc325019b551b304ffe8ff27b0",-5.34861445424391,36.1522400377457
"30",56164,1,"nl","TomTom Traffic Service","en","05/05/2016 00:29","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc30f719b46da2c50ecff70c10",81,"C/ww9xm0bQosBQDs/3AMEA==","OpenLR",0,0,0,0,"Obfc325019b551a2150440f4ce",-5.34861445424391,36.1522400377457
"31",56165,1,"nl","TomTom Traffic Service","en","05/05/2016 00:29","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc30f719b46dc2200509c12",50,"C/ww9xm0bQwiAAAFAAkMEg==","OpenLR",0,0,0,0,"Obfc324519b4ecb2040180d9b10",-5.34885048863721,36.1500728128617
"32",56166,1,"nl","TomTom Traffic Service","en","05/05/2016 00:29","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc306a19b48cb38cfd41ff9bb6",50,"C/wwahm0jAs4DP1B/5sLBg==","OpenLR",0,0,0,0,"Obfc324519b4eca323ffc6ff65c1f",-5.34885048863721,36.1500728128617
"33",56167,1,"nl","TomTom Traffic Service","en","05/05/2016 00:29","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc307519b488a294118ffc6c19",80,"C/wwdRm0iAopBAEY/8YMGQ==","OpenLR",0,0,0,0,"Obfc324319b61b27801cfe87a5f27",-5.34889340398145,36.1560165880387
"34",56168,1,"nl","TomTom Traffic Service","en","05/05/2016 00:29","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc307519b488c2100207c11",50,"C/wwdRm0iAwhAAACAAcMEQ==","OpenLR",0,0,0,0,"Obfc323319b4acc370fff4ffffc7",-5.34923672673536,36.1486995218461
"35",56169,1,"nl","TomTom Traffic Service","en","05/05/2016 00:29","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc31d219b446a2960d10dbca",79,"C/wx0hm0RgopBgDRANsMCg==","OpenLR",0,0,0,0,"Obfc323319b4aca202025089a10",-5.34923672673536,36.1486995218461
"36",56170,1,"nl","TomTom Traffic Service","en","05/05/2016 00:29","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc31d219b446b3a2ff8203ac1",50,"C/wx0hm0Rgs6Av+CADoMAQ==","OpenLR",0,0,0,0,"Obfc322a19b4a4c2b0016fff8c19",-5.34942984578443,36.1485278604691
"37",56171,1,"nl","TomTom Traffic Service","en","05/05/2016 00:29","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc315c19b429a394ff1509ec3",50,"C/wxXBm0KQo5BP8VAJ4MAw==","OpenLR",0,0,0,0,"Obfc322a19b4a4a2f5ff44ff37a7",-5.34942984578443,36.1485278604691
"38",56172,1,"nl","TomTom Traffic Service","en","05/05/2016 00:29","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc315c19b429c310fffefff9c1",50,"C/wxXBm0KQwxAP/+//kMAQ==","OpenLR",0,0,0,0,"Obfc319b19b462b292076ffc5b1a",-5.35249829289745,36.1471116541093
"39",56173,1,"nl","TomTom Traffic Service","en","05/05/2016 00:29","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc316519b42ab242073078c17",82,"C/wxZRm0KgskAgBzAHgMFw==","OpenLR",0,0,0,0,"Obfc319719b461b333ff82ff87c3",-5.35258412358593,36.1470901964371
"40",56174,1,"nl","TomTom Traffic Service","en","05/05/2016 00:29","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc319719b461b333ff82ff87c3",50,"C/wxlxm0YQszA/+C/4cMAw==","OpenLR",0,0,0,0,"Obfc316519b42ab242073078c17",-5.35365700719188,36.1459100244706
"41",56175,1,"nl","TomTom Traffic Service","en","05/05/2016 00:29","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc319b19b462b292076ffc5b1a",82,"C/wxmxm0YgspAgB2/8ULGg==","OpenLR",0,0,0,0,"Obfc315c19b429c310fffefff9c1",-5.35385012624095,36.1458885667985
"42",56176,1,"nl","TomTom Traffic Service","en","05/05/2016 00:29","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc322a19b4a4a2f5ff44ff37a7",67,"C/wyKhm0pAovBf9E/zcKBw==","OpenLR",0,0,0,0,"Obfc315c19b429a394ff1509ec3",-5.35385012624095,36.1458885667985
"43",56177,1,"nl","TomTom Traffic Service","en","05/05/2016 00:29","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc322a19b4a4c2b0016fff8c19",50,"C/wyKhm0pAwrAAAW//gMGQ==","OpenLR",0,0,0,0,"Obfc31d219b446b3a2ff8203ac1",-5.3513181209309,36.1465108392899
"44",56178,1,"nl","TomTom Traffic Service","en","05/05/2016 00:29","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc323319b4aca202025089a10",50,"C/wyMxm0rAogAgAlAIkKEA==","OpenLR",0,0,0,0,"Obfc31d219b446a2960d10dbca",-5.3513181209309,36.1465108392899
"45",56179,1,"nl","TomTom Traffic Service","en","05/05/2016 00:29","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc323319b4acc370fff4ffffc7",83,"C/wyMxm0rAw3AP/0//8MBw==","OpenLR",0,0,0,0,"Obfc307519b488c2100207c11",-5.35880684850045,36.1479270456498
"46",56180,1,"nl","TomTom Traffic Service","en","05/05/2016 00:29","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc324319b61b27801cfe87a5f27",50,"C/wyQxm2AQsnCAAc/ocKXyc=","OpenLR",0,0,0,0,"Obfc307519b488a294118ffc6c19",-5.35880684850045,36.1479270456498
"47",56181,1,"nl","TomTom Traffic Service","en","05/05/2016 00:29","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc324519b4eca323ffc6ff65c1f",52,"C/wyRRm07AoyA//G/2UMHw==","OpenLR",0,0,0,0,"Obfc306a19b48cb38cfd41ff9bb6",-5.35904288289376,36.1480128763382
"48",56182,1,"nl","TomTom Traffic Service","en","05/05/2016 00:29","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc324519b4ecb2040180d9b10",50,"C/wyRRm07AsgBAAYANkLEA==","OpenLR",0,0,0,0,"Obfc30f719b46dc2200509c12",-5.35601735112497,36.1473476885026
"49",56183,1,"nl","TomTom Traffic Service","en","05/05/2016 00:29","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc325019b551a2150440f4ce",50,"C/wyUBm1UQohBQBEAPQMDg==","OpenLR",0,0,0,0,"Obfc30f719b46da2c50ecff70c10",-5.35601735112497,36.1473476885026
"50",56184,1,"nl","TomTom Traffic Service","en","05/05/2016 00:29","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc325019b551b304ffe8ff27b0",50,"C/wyUBm1UQswBP/o/ycLAA==","OpenLR",0,0,0,0,"Obfc30ef19b472c300fffffffac0",-5.35618901250193,36.1474549768632
"51",56185,1,"nl","TomTom Traffic Service","en","05/05/2016 00:29","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc326f19b5c3b27702808cb3011",50,"C/wybxm1wwsnBwAoAIwLMBE=","OpenLR",0,0,0,0,"Obfc30ef19b472a394fee3037c5",-5.35618901250193,36.1474549768632
"52",56186,1,"nl","TomTom Traffic Service","en","05/05/2016 00:29","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc326f19b5c3c370ffeefffbc5",50,"C/wybxm1www3AP/u//sMBQ==","OpenLR",0,0,0,0,"Obfc2f2319b45db26d2d605cc14",-5.36605954167668,36.1470043657487
"53",56187,1,"nl","TomTom Traffic Service","en","05/05/2016 00:44","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc2f2319b45db26d2d605cc14",50,"C/wvIxm0XQsmDQLWAFwMFA==","OpenLR",0,0,0,0,"Obfc326f19b5c3c370ffeefffbc5",-5.34794926640821,36.1546862123673
"54",56188,1,"nl","TomTom Traffic Service","en","05/05/2016 00:44","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc30ef19b472a394fee3037c5",50,"C/ww7xm0cgo5BP7jADcMBQ==","OpenLR",0,0,0,0,"Obfc326f19b5c3b27702808cb3011",-5.34794926640821,36.1546862123673
"55",56189,1,"nl","TomTom Traffic Service","en","05/05/2016 00:44","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc30ef19b472c300fffffffac0",50,"C/ww7xm0cgwwAP////oMAA==","OpenLR",0,0,0,0,"Obfc325019b551b304ffe8ff27b0",-5.34861445424391,36.1522400377457
"56",56190,1,"nl","TomTom Traffic Service","en","05/05/2016 00:44","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc30f719b46da2c50ecff70c10",55,"C/ww9xm0bQosBQDs/3AMEA==","OpenLR",0,0,0,0,"Obfc325019b551a2150440f4ce",-5.34861445424391,36.1522400377457
"57",56191,1,"nl","TomTom Traffic Service","en","05/05/2016 00:44","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc30f719b46dc2200509c12",50,"C/ww9xm0bQwiAAAFAAkMEg==","OpenLR",0,0,0,0,"Obfc324519b4ecb2040180d9b10",-5.34885048863721,36.1500728128617
"58",56192,1,"nl","TomTom Traffic Service","en","05/05/2016 00:44","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc306a19b48cb38cfd41ff9bb6",50,"C/wwahm0jAs4DP1B/5sLBg==","OpenLR",0,0,0,0,"Obfc324519b4eca323ffc6ff65c1f",-5.34885048863721,36.1500728128617
"59",56193,1,"nl","TomTom Traffic Service","en","05/05/2016 00:44","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc307519b488a294118ffc6c19",50,"C/wwdRm0iAopBAEY/8YMGQ==","OpenLR",0,0,0,0,"Obfc324319b61b27801cfe87a5f27",-5.34889340398145,36.1560165880387
"60",56194,1,"nl","TomTom Traffic Service","en","05/05/2016 00:44","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc307519b488c2100207c11",50,"C/wwdRm0iAwhAAACAAcMEQ==","OpenLR",0,0,0,0,"Obfc323319b4acc370fff4ffffc7",-5.34923672673536,36.1486995218461
"61",56195,1,"nl","TomTom Traffic Service","en","05/05/2016 00:44","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc31d219b446a2960d10dbca",59,"C/wx0hm0RgopBgDRANsMCg==","OpenLR",0,0,0,0,"Obfc323319b4aca202025089a10",-5.34923672673536,36.1486995218461
"62",56196,1,"nl","TomTom Traffic Service","en","05/05/2016 00:44","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc31d219b446b3a2ff8203ac1",50,"C/wx0hm0Rgs6Av+CADoMAQ==","OpenLR",0,0,0,0,"Obfc322a19b4a4c2b0016fff8c19",-5.34942984578443,36.1485278604691
"63",56197,1,"nl","TomTom Traffic Service","en","05/05/2016 00:44","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc315c19b429a394ff1509ec3",50,"C/wxXBm0KQo5BP8VAJ4MAw==","OpenLR",0,0,0,0,"Obfc322a19b4a4a2f5ff44ff37a7",-5.34942984578443,36.1485278604691
"64",56198,1,"nl","TomTom Traffic Service","en","05/05/2016 00:44","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc315c19b429c310fffefff9c1",50,"C/wxXBm0KQwxAP/+//kMAQ==","OpenLR",0,0,0,0,"Obfc319b19b462b292076ffc5b1a",-5.35249829289745,36.1471116541093
"65",56199,1,"nl","TomTom Traffic Service","en","05/05/2016 00:44","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc316519b42ab242073078c17",50,"C/wxZRm0KgskAgBzAHgMFw==","OpenLR",0,0,0,0,"Obfc319719b461b333ff82ff87c3",-5.35258412358593,36.1470901964371
"66",56200,1,"nl","TomTom Traffic Service","en","05/05/2016 00:44","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc319719b461b333ff82ff87c3",50,"C/wxlxm0YQszA/+C/4cMAw==","OpenLR",0,0,0,0,"Obfc316519b42ab242073078c17",-5.35365700719188,36.1459100244706
"67",56201,1,"nl","TomTom Traffic Service","en","05/05/2016 00:44","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc319b19b462b292076ffc5b1a",54,"C/wxmxm0YgspAgB2/8ULGg==","OpenLR",0,0,0,0,"Obfc315c19b429c310fffefff9c1",-5.35385012624095,36.1458885667985
"68",56202,1,"nl","TomTom Traffic Service","en","05/05/2016 00:44","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc322a19b4a4a2f5ff44ff37a7",60,"C/wyKhm0pAovBf9E/zcKBw==","OpenLR",0,0,0,0,"Obfc315c19b429a394ff1509ec3",-5.35385012624095,36.1458885667985
"69",56203,1,"nl","TomTom Traffic Service","en","05/05/2016 00:44","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc322a19b4a4c2b0016fff8c19",50,"C/wyKhm0pAwrAAAW//gMGQ==","OpenLR",0,0,0,0,"Obfc31d219b446b3a2ff8203ac1",-5.3513181209309,36.1465108392899
"70",56204,1,"nl","TomTom Traffic Service","en","05/05/2016 00:44","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc323319b4aca202025089a10",50,"C/wyMxm0rAogAgAlAIkKEA==","OpenLR",0,0,0,0,"Obfc31d219b446a2960d10dbca",-5.3513181209309,36.1465108392899
"71",56205,1,"nl","TomTom Traffic Service","en","05/05/2016 00:44","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc323319b4acc370fff4ffffc7",71,"C/wyMxm0rAw3AP/0//8MBw==","OpenLR",0,0,0,0,"Obfc307519b488c2100207c11",-5.35880684850045,36.1479270456498
"72",56206,1,"nl","TomTom Traffic Service","en","05/05/2016 00:44","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc324319b61b27801cfe87a5f27",50,"C/wyQxm2AQsnCAAc/ocKXyc=","OpenLR",0,0,0,0,"Obfc307519b488a294118ffc6c19",-5.35880684850045,36.1479270456498
"73",56207,1,"nl","TomTom Traffic Service","en","05/05/2016 00:44","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc324519b4eca323ffc6ff65c1f",52,"C/wyRRm07AoyA//G/2UMHw==","OpenLR",0,0,0,0,"Obfc306a19b48cb38cfd41ff9bb6",-5.35904288289376,36.1480128763382
"74",56208,1,"nl","TomTom Traffic Service","en","05/05/2016 00:44","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc324519b4ecb2040180d9b10",50,"C/wyRRm07AsgBAAYANkLEA==","OpenLR",0,0,0,0,"Obfc30f719b46dc2200509c12",-5.35601735112497,36.1473476885026
"75",56209,1,"nl","TomTom Traffic Service","en","05/05/2016 00:44","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc325019b551a2150440f4ce",50,"C/wyUBm1UQohBQBEAPQMDg==","OpenLR",0,0,0,0,"Obfc30f719b46da2c50ecff70c10",-5.35601735112497,36.1473476885026
"76",56210,1,"nl","TomTom Traffic Service","en","05/05/2016 00:44","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc325019b551b304ffe8ff27b0",50,"C/wyUBm1UQswBP/o/ycLAA==","OpenLR",0,0,0,0,"Obfc30ef19b472c300fffffffac0",-5.35618901250193,36.1474549768632
"77",56211,1,"nl","TomTom Traffic Service","en","05/05/2016 00:44","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc326f19b5c3b27702808cb3011",50,"C/wybxm1wwsnBwAoAIwLMBE=","OpenLR",0,0,0,0,"Obfc30ef19b472a394fee3037c5",-5.35618901250193,36.1474549768632
"78",56212,1,"nl","TomTom Traffic Service","en","05/05/2016 00:44","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc326f19b5c3c370ffeefffbc5",50,"C/wybxm1www3AP/u//sMBQ==","OpenLR",0,0,0,0,"Obfc2f2319b45db26d2d605cc14",-5.36605954167668,36.1470043657487
"79",56213,1,"nl","TomTom Traffic Service","en","05/05/2016 00:59","other","76624715-56b0-46f7-a8cc-567fb22069cecd279b1","internalUse","real",NA,"Obfc2f2319b45db26d2d605cc14",50,"C/wvIxm0XQsmDQLWAFwMFA==","OpenLR",0,0,0,0,"Obfc326f19b5c3c370ffeefffbc5",-5.34794926640821,36.1546862123673
